Date,Average,1 Year,2 Year,3 Year,5 Year
2/22/2022,4,8.222,8.311,8.4,8.5
3/1/2022,4,8.225,8.313,8.4,8.5
3/7/2022,4,8.229,8.314,8.4,8.5
3/13/2022,4,8.232,8.316,8.4,8.5
3/20/2022,4,8.235,8.317,8.4,8.5
3/26/2022,4,8.238,8.319,8.4,8.5
4/1/2022,4,8.241,8.321,8.4,8.5
4/8/2022,4,8.244,8.322,8.4,8.5
4/10/2022,4.2,8.248,8.324,8.4,8.5
4/13/2022,4.171,8.251,8.325,8.4,8.5
4/16/2022,4.143,8.254,8.327,8.4,8.5
4/19/2022,4.114,8.257,8.329,8.4,8.5
4/22/2022,4.086,8.26,8.33,8.4,8.5
4/25/2022,4.057,8.263,8.332,8.4,8.5
4/28/2022,4.029,8.267,8.333,8.4,8.5
5/1/2022,4,8.27,8.335,8.4,8.5
5/4/2022,4.2,8.273,8.337,8.4,8.5
5/7/2022,4.65,8.276,8.338,8.4,8.5
5/11/2022,4.586,8.279,8.34,8.4,8.5
5/15/2022,4.521,8.283,8.341,8.4,8.5
5/19/2022,4.457,8.286,8.343,8.4,8.5
5/23/2022,4.393,8.289,8.344,8.4,8.5
5/27/2022,4.329,8.292,8.346,8.4,8.5
5/31/2022,4.264,8.295,8.348,8.4,8.5
6/4/2022,4.2,8.298,8.349,8.4,8.5
6/8/2022,4.65,8.302,8.351,8.4,8.5
6/14/2022,5.15,8.305,8.352,8.4,8.5
6/20/2022,5.079,8.308,8.354,8.4,8.5
6/27/2022,5.007,8.311,8.356,8.4,8.5
7/3/2022,4.936,8.314,8.357,8.4,8.5
7/10/2022,4.864,8.317,8.359,8.4,8.5
7/16/2022,4.793,8.321,8.36,8.4,8.5
7/23/2022,4.721,8.324,8.362,8.4,8.5
7/29/2022,4.65,8.327,8.363,8.4,8.5
8/5/2022,5.15,8.33,8.365,8.4,8.5
8/11/2022,5.65,8.333,8.367,8.4,8.5
8/17/2022,5.579,8.337,8.368,8.4,8.5
8/23/2022,5.507,8.34,8.37,8.4,8.5
8/29/2022,5.436,8.343,8.371,8.4,8.5
9/5/2022,5.364,8.346,8.373,8.4,8.5
9/11/2022,5.293,8.349,8.375,8.4,8.5
9/17/2022,5.221,8.352,8.376,8.4,8.5
9/23/2022,5.15,8.356,8.378,8.4,8.5
9/30/2022,5.65,8.359,8.379,8.4,8.5
10/7/2022,6.075,8.362,8.381,8.4,8.5
10/15/2022,6.014,8.365,8.383,8.4,8.5
10/22/2022,5.954,8.368,8.384,8.4,8.5
10/30/2022,5.893,8.371,8.386,8.4,8.5
11/6/2022,5.832,8.375,8.387,8.4,8.5
11/14/2022,5.771,8.378,8.389,8.4,8.5
11/21/2022,5.711,8.381,8.39,8.4,8.5
11/29/2022,5.65,8.384,8.392,8.4,8.5
12/7/2022,6.075,8.387,8.394,8.4,8.5
12/14/2022,6.375,8.39,8.395,8.4,8.5
12/21/2022,6.332,8.394,8.397,8.4,8.5
12/28/2022,6.289,8.397,8.398,8.4,8.5
1/4/2023,6.246,8.4,8.4,8.4,8.5
1/11/2023,6.204,8.4,8.4,8.411,8.509
1/18/2023,6.161,8.4,8.4,8.422,8.519
1/25/2023,6.118,8.4,8.4,8.433,8.528
2/1/2023,6.075,8.4,8.4,8.444,8.537
2/8/2023,6.375,8.4,8.4,8.456,8.546
2/14/2023,6.5,8.4,8.4,8.467,8.556
2/20/2023,6.482,8.4,8.4,8.478,8.565
2/27/2023,6.464,8.4,8.4,8.489,8.574
3/5/2023,6.446,8.4,8.4,8.5,8.583
3/11/2023,6.429,8.4,8.4,8.511,8.593
3/18/2023,6.411,8.4,8.4,8.522,8.602
3/24/2023,6.393,8.4,8.4,8.533,8.611
3/30/2023,6.375,8.4,8.4,8.544,8.62
4/6/2023,6.5,8.4,8.4,8.556,8.63
4/13/2023,6.5,8.4,8.4,8.567,8.639
4/20/2023,6.5,8.4,8.4,8.578,8.648
4/27/2023,6.5,8.4,8.4,8.589,8.657
5/4/2023,6.5,8.4,8.4,8.6,8.667
5/11/2023,6.5,8.4,8.4,8.611,8.676
5/18/2023,6.5,8.4,8.4,8.622,8.685
5/25/2023,6.5,8.4,8.4,8.633,8.694
6/1/2023,6.5,8.4,8.4,8.644,8.704
6/8/2023,6.5,8.4,8.4,8.656,8.713
6/15/2023,6.5,8.4,8.4,8.667,8.722
6/22/2023,6.5,8.4,8.4,8.678,8.731
6/29/2023,6.5,8.4,8.4,8.689,8.741
7/6/2023,6.5,8.4,8.4,8.7,8.75
7/13/2023,6.5,8.4,8.4,8.711,8.759
7/20/2023,6.5,8.4,8.4,8.722,8.769
7/27/2023,6.5,8.4,8.4,8.733,8.778
8/3/2023,6.5,8.4,8.4,8.744,8.787
8/10/2023,6.5,8.4,8.4,8.756,8.796
8/16/2023,6.5,8.4,8.4,8.767,8.806
8/22/2023,6.5,8.4,8.4,8.778,8.815
8/29/2023,6.5,8.4,8.4,8.789,8.824
9/4/2023,6.5,8.4,8.4,8.8,8.833
9/10/2023,6.5,8.4,8.4,8.811,8.843
9/17/2023,6.5,8.4,8.4,8.822,8.852
9/23/2023,6.5,8.4,8.4,8.833,8.861
9/29/2023,6.5,8.4,8.4,8.844,8.87
10/6/2023,6.5,8.4,8.4,8.856,8.88
10/13/2023,6.5,8.4,8.4,8.867,8.889
10/20/2023,6.5,8.4,8.4,8.878,8.898
10/27/2023,6.5,8.4,8.4,8.889,8.907
11/3/2023,6.5,8.4,8.4,8.9,8.917
11/10/2023,6.5,8.4,8.4,8.911,8.926
11/17/2023,6.5,8.4,8.4,8.922,8.935
11/24/2023,6.5,8.4,8.4,8.933,8.944
12/1/2023,6.5,8.4,8.4,8.944,8.954
12/8/2023,6.5,8.4,8.4,8.956,8.963
12/14/2023,6.5,8.4,8.4,8.967,8.972
12/21/2023,6.5,8.4,8.4,8.978,8.981
12/28/2023,6.5,8.4,8.4,8.989,8.991
1/4/2024,6.5,8.4,8.4,9,9
1/11/2024,6.5,8.41,8.411,9.002,9.003
1/18/2024,6.5,8.42,8.422,9.003,9.007
1/25/2024,6.5,8.431,8.433,9.005,9.01
2/1/2024,6.5,8.441,8.444,9.007,9.014
2/8/2024,6.5,8.451,8.455,9.008,9.017
2/14/2024,6.5,8.461,8.466,9.01,9.02
2/20/2024,6.5,8.471,8.477,9.012,9.024
2/27/2024,6.5,8.481,8.488,9.014,9.027
3/4/2024,6.5,8.492,8.499,9.015,9.031
3/10/2024,6.5,8.502,8.51,9.017,9.034
3/17/2024,6.5,8.512,8.521,9.019,9.037
3/23/2024,6.5,8.522,8.532,9.02,9.041
3/29/2024,6.5,8.532,8.543,9.022,9.044
4/5/2024,6.5,8.542,8.554,9.024,9.047
4/12/2024,6.5,8.553,8.565,9.025,9.051
4/19/2024,6.5,8.563,8.576,9.027,9.054
4/26/2024,6.5,8.573,8.587,9.029,9.058
5/3/2024,6.5,8.583,8.598,9.031,9.061
5/10/2024,6.5,8.593,8.609,9.032,9.064
5/17/2024,6.5,8.603,8.62,9.034,9.068
5/24/2024,6.5,8.614,8.631,9.036,9.071
5/31/2024,6.5,8.624,8.642,9.037,9.075
6/7/2024,6.5,8.634,8.653,9.039,9.078
6/13/2024,6.5,8.644,8.664,9.041,9.081
6/20/2024,6.5,8.654,8.675,9.042,9.085
6/27/2024,6.5,8.664,8.686,9.044,9.088
7/4/2024,6.5,8.675,8.697,9.046,9.092
7/11/2024,6.5,8.685,8.708,9.047,9.095
7/18/2024,6.5,8.695,8.719,9.049,9.098
7/25/2024,6.5,8.705,8.731,9.051,9.102
8/1/2024,6.5,8.715,8.742,9.053,9.105
8/8/2024,6.5,8.725,8.753,9.054,9.108
8/14/2024,6.5,8.736,8.764,9.056,9.112
8/21/2024,6.5,8.746,8.775,9.058,9.115
8/28/2024,6.5,8.756,8.786,9.059,9.119
9/4/2024,6.5,8.766,8.797,9.061,9.122
9/11/2024,6.5,8.776,8.808,9.063,9.125
9/18/2024,6.5,8.786,8.819,9.064,9.129
9/25/2024,6.5,8.797,8.83,9.066,9.132
10/2/2024,6.5,8.807,8.841,9.068,9.136
10/9/2024,6.5,8.817,8.852,9.069,9.139
10/15/2024,6.5,8.827,8.863,9.071,9.142
10/21/2024,6.5,8.837,8.874,9.073,9.146
10/28/2024,6.5,8.847,8.885,9.075,9.149
11/3/2024,6.5,8.858,8.896,9.076,9.153
11/10/2024,6.5,8.868,8.907,9.078,9.156
11/16/2024,6.5,8.878,8.918,9.08,9.159
11/23/2024,6.5,8.888,8.929,9.081,9.163
11/29/2024,6.5,8.898,8.94,9.083,9.166
12/6/2024,6.5,8.908,8.951,9.085,9.169
12/13/2024,6.5,8.919,8.962,9.086,9.173
12/20/2024,6.482,8.929,8.973,9.088,9.176
12/27/2024,6.464,8.939,8.984,9.09,9.18
1/3/2025,6.446,8.949,8.995,9.092,9.183
1/10/2025,6.429,8.959,9.006,9.093,9.186
1/17/2025,6.411,8.969,9.017,9.095,9.19
1/24/2025,6.393,8.98,9.028,9.097,9.193
1/31/2025,6.375,8.99,9.039,9.098,9.197
2/7/2025,6.375,9,9.05,9.1,9.2
