Date,1 Year,2 Year,3 Year,5 Year
2011-03-25,6.376,6.58,7.25,7.5
2011-03-29,6.381,6.583,7.25,7.5
2011-04-02,6.386,6.586,7.25,7.5
2011-04-07,6.391,6.59,7.25,7.5
2011-04-11,6.396,6.593,7.25,7.5
2011-04-15,6.401,6.596,7.25,7.5
2011-04-20,6.406,6.599,7.25,7.5
2011-04-22,6.41,6.602,7.25,7.5
2011-04-24,6.415,6.605,7.25,7.5
2011-04-27,6.42,6.608,7.25,7.5
2011-04-29,6.425,6.611,7.25,7.5
2011-05-02,6.43,6.614,7.25,7.5
2011-05-04,6.435,6.617,7.25,7.5
2011-05-07,6.44,6.62,7.25,7.5
2011-05-09,6.444,6.623,7.25,7.5
2011-05-12,6.449,6.627,7.25,7.5
2011-05-15,6.454,6.63,7.25,7.5
2011-05-19,6.459,6.633,7.25,7.5
2011-05-23,6.464,6.636,7.25,7.5
2011-05-27,6.469,6.639,7.25,7.5
2011-05-31,6.474,6.642,7.25,7.5
2011-06-04,6.478,6.645,7.25,7.5
2011-06-08,6.483,6.648,7.25,7.5
2011-06-12,6.488,6.651,7.25,7.5
2011-06-16,6.493,6.654,7.25,7.5
2011-06-20,6.498,6.657,7.25,7.5
2011-06-24,6.503,6.66,7.25,7.5
2011-06-29,6.508,6.664,7.25,7.5
2011-07-03,6.512,6.667,7.25,7.5
2011-07-08,6.517,6.67,7.25,7.5
2011-07-12,6.522,6.673,7.25,7.5
2011-07-17,6.527,6.676,7.25,7.5
2011-07-21,6.532,6.679,7.25,7.5
2011-07-26,6.537,6.682,7.25,7.5
2011-07-30,6.542,6.685,7.25,7.5
2011-08-03,6.547,6.688,7.25,7.5
2011-08-07,6.551,6.691,7.25,7.5
2011-08-11,6.556,6.694,7.25,7.5
2011-08-15,6.561,6.698,7.25,7.5
2011-08-19,6.566,6.701,7.25,7.5
2011-08-23,6.571,6.704,7.25,7.5
2011-08-27,6.576,6.707,7.25,7.5
2011-08-31,6.581,6.71,7.25,7.5
2011-09-01,6.585,6.713,7.25,7.5
2011-09-03,6.59,6.716,7.25,7.5
2011-09-05,6.595,6.719,7.25,7.5
2011-09-07,6.6,6.722,7.25,7.5
2011-09-08,6.605,6.725,7.25,7.5
2011-09-10,6.61,6.728,7.25,7.5
2011-09-12,6.615,6.731,7.25,7.5
2011-09-14,6.619,6.735,7.25,7.5
2011-09-16,6.624,6.738,7.25,7.5
2011-09-20,6.629,6.741,7.25,7.5
2011-09-25,6.634,6.744,7.25,7.5
2011-09-30,6.639,6.747,7.25,7.5
2011-10-04,6.644,6.75,7.25,7.5
2011-10-09,6.649,6.753,7.25,7.5
2011-10-14,6.653,6.756,7.25,7.5
2011-10-18,6.658,6.759,7.25,7.5
2011-10-23,6.663,6.762,7.25,7.5
2011-10-28,6.668,6.765,7.25,7.5
2011-10-31,6.673,6.769,7.25,7.5
2011-11-04,6.678,6.772,7.25,7.5
2011-11-08,6.683,6.775,7.25,7.5
2011-11-11,6.688,6.778,7.25,7.5
2011-11-15,6.692,6.781,7.25,7.5
2011-11-19,6.697,6.784,7.25,7.5
2011-11-22,6.702,6.787,7.25,7.5
2011-11-26,6.707,6.79,7.25,7.5
2011-11-30,6.712,6.793,7.25,7.5
2011-12-01,6.717,6.796,7.25,7.5
2011-12-03,6.722,6.799,7.25,7.5
2011-12-05,6.726,6.802,7.25,7.5
2011-12-07,6.731,6.806,7.25,7.5
2011-12-08,6.736,6.809,7.25,7.5
2011-12-10,6.741,6.812,7.25,7.5
2011-12-12,6.746,6.815,7.25,7.5
2011-12-14,6.751,6.818,7.25,7.5
2011-12-16,6.756,6.821,7.25,7.5
2011-12-20,6.76,6.824,7.25,7.5
2011-12-24,6.765,6.827,7.25,7.5
2011-12-29,6.77,6.83,7.25,7.5
2012-01-02,6.775,6.833,7.25,7.5
2012-01-06,6.775,6.833,7.25,7.501
2012-01-11,6.775,6.834,7.25,7.501
2012-01-15,6.775,6.834,7.25,7.502
2012-01-19,6.775,6.834,7.25,7.503
2012-01-24,6.775,6.834,7.25,7.504
2012-01-26,6.775,6.834,7.25,7.504
2012-01-29,6.775,6.834,7.25,7.505
2012-02-01,6.775,6.835,7.25,7.506
2012-02-04,6.775,6.835,7.25,7.506
2012-02-07,6.775,6.835,7.25,7.507
2012-02-10,6.775,6.835,7.25,7.508
2012-02-13,6.775,6.835,7.25,7.508
2012-02-16,6.775,6.835,7.25,7.509
2012-02-19,6.775,6.836,7.25,7.51
2012-02-21,6.775,6.836,7.25,7.511
2012-02-24,6.775,6.836,7.25,7.511
2012-02-27,6.775,6.836,7.25,7.512
2012-03-01,6.775,6.836,7.25,7.513
2012-03-03,6.775,6.836,7.25,7.513
2012-03-06,6.775,6.836,7.25,7.514
2012-03-09,6.775,6.837,7.25,7.515
2012-03-12,6.775,6.837,7.25,7.515
2012-03-15,6.775,6.837,7.25,7.516
2012-03-18,6.775,6.837,7.25,7.517
2012-03-22,6.775,6.837,7.25,7.518
2012-03-26,6.775,6.837,7.25,7.518
2012-03-29,6.775,6.838,7.25,7.519
2012-04-02,6.775,6.838,7.25,7.52
2012-04-06,6.775,6.838,7.25,7.52
2012-04-09,6.775,6.838,7.25,7.521
2012-04-13,6.775,6.838,7.25,7.522
2012-04-17,6.775,6.838,7.25,7.522
2012-04-21,6.775,6.838,7.25,7.523
2012-04-26,6.775,6.839,7.25,7.524
2012-05-01,6.775,6.839,7.25,7.525
2012-05-06,6.775,6.839,7.25,7.525
2012-05-11,6.775,6.839,7.25,7.526
2012-05-16,6.775,6.839,7.25,7.527
2012-05-21,6.775,6.839,7.25,7.527
2012-05-26,6.775,6.84,7.25,7.528
2012-05-31,6.775,6.84,7.25,7.529
2012-06-02,6.775,6.84,7.25,7.529
2012-06-04,6.775,6.84,7.25,7.53
2012-06-06,6.775,6.84,7.25,7.531
2012-06-08,6.775,6.84,7.25,7.532
2012-06-10,6.775,6.84,7.25,7.532
2012-06-12,6.775,6.841,7.25,7.533
2012-06-14,6.775,6.841,7.25,7.534
2012-06-16,6.775,6.841,7.25,7.534
2012-06-18,6.775,6.841,7.25,7.535
2012-06-22,6.775,6.841,7.25,7.536
2012-06-27,6.775,6.841,7.25,7.536
2012-07-02,6.775,6.842,7.25,7.537
2012-07-07,6.775,6.842,7.25,7.538
2012-07-11,6.775,6.842,7.25,7.539
2012-07-16,6.775,6.842,7.25,7.539
2012-07-21,6.775,6.842,7.25,7.54
2012-07-26,6.775,6.842,7.25,7.541
2012-07-31,6.775,6.843,7.25,7.541
2012-08-03,6.775,6.843,7.25,7.542
2012-08-06,6.775,6.843,7.25,7.543
2012-08-10,6.775,6.843,7.25,7.543
2012-08-13,6.775,6.843,7.25,7.544
2012-08-17,6.775,6.843,7.25,7.545
2012-08-20,6.775,6.843,7.25,7.546
2012-08-24,6.775,6.844,7.25,7.546
2012-08-27,6.775,6.844,7.25,7.547
2012-08-31,6.775,6.844,7.25,7.548
2012-09-01,6.775,6.844,7.25,7.548
2012-09-03,6.775,6.844,7.25,7.549
2012-09-05,6.775,6.844,7.25,7.55
2012-09-07,6.775,6.845,7.25,7.55
2012-09-09,6.775,6.845,7.25,7.551
2012-09-11,6.775,6.845,7.25,7.552
2012-09-13,6.775,6.845,7.25,7.553
2012-09-15,6.775,6.845,7.25,7.553
2012-09-17,6.775,6.845,7.25,7.554
2012-09-21,6.775,6.845,7.25,7.555
2012-09-26,6.775,6.846,7.25,7.555
2012-10-01,6.775,6.846,7.25,7.556
2012-10-06,6.775,6.846,7.25,7.557
2012-10-10,6.775,6.846,7.25,7.557
2012-10-15,6.775,6.846,7.25,7.558
2012-10-20,6.775,6.846,7.25,7.559
2012-10-25,6.775,6.847,7.25,7.56
2012-10-30,6.775,6.847,7.25,7.56
2012-11-02,6.775,6.847,7.25,7.561
2012-11-05,6.775,6.847,7.25,7.562
2012-11-09,6.775,6.847,7.25,7.562
2012-11-12,6.775,6.847,7.25,7.563
2012-11-16,6.775,6.848,7.25,7.564
2012-11-19,6.775,6.848,7.25,7.564
2012-11-23,6.775,6.848,7.25,7.565
2012-11-26,6.775,6.848,7.25,7.566
2012-11-30,6.775,6.848,7.25,7.567
2012-12-02,6.775,6.848,7.25,7.567
2012-12-04,6.775,6.848,7.25,7.568
2012-12-06,6.775,6.849,7.25,7.569
2012-12-08,6.775,6.849,7.25,7.569
2012-12-10,6.775,6.849,7.25,7.57
2012-12-12,6.775,6.849,7.25,7.571
2012-12-14,6.775,6.849,7.25,7.571
2012-12-16,6.775,6.849,7.25,7.572
2012-12-18,6.775,6.85,7.25,7.573
2012-12-22,6.775,6.85,7.25,7.574
2012-12-27,6.775,6.85,7.25,7.574
2013-01-01,6.775,6.85,7.25,7.575
2013-01-05,6.776,6.851,7.25,7.575
2013-01-10,6.778,6.852,7.25,7.576
2013-01-15,6.779,6.853,7.25,7.576
2013-01-19,6.78,6.854,7.25,7.576
2013-01-24,6.782,6.855,7.25,7.577
2013-01-29,6.783,6.856,7.25,7.577
2013-02-03,6.785,6.857,7.25,7.577
2013-02-08,6.786,6.858,7.25,7.578
2013-02-14,6.787,6.859,7.25,7.578
2013-02-19,6.789,6.86,7.25,7.578
2013-02-25,6.79,6.861,7.25,7.579
2013-03-02,6.791,6.862,7.25,7.579
2013-03-08,6.793,6.863,7.25,7.579
2013-03-13,6.794,6.864,7.25,7.58
2013-03-19,6.796,6.865,7.25,7.58
2013-03-24,6.797,6.866,7.25,7.58
2013-03-29,6.798,6.867,7.25,7.581
2013-04-03,6.8,6.868,7.25,7.581
2013-04-08,6.801,6.87,7.25,7.582
2013-04-13,6.802,6.871,7.25,7.582
2013-04-18,6.804,6.872,7.25,7.582
2013-04-23,6.805,6.873,7.25,7.583
2013-04-28,6.807,6.874,7.25,7.583
2013-05-03,6.808,6.875,7.25,7.583
2013-05-08,6.809,6.876,7.25,7.584
2013-05-13,6.811,6.877,7.25,7.584
2013-05-18,6.812,6.878,7.25,7.584
2013-05-23,6.813,6.879,7.25,7.585
2013-05-28,6.815,6.88,7.25,7.585
2013-06-02,6.816,6.881,7.25,7.585
2013-06-07,6.817,6.882,7.25,7.586
2013-06-12,6.819,6.883,7.25,7.586
2013-06-17,6.82,6.884,7.25,7.586
2013-06-21,6.822,6.885,7.25,7.587
2013-06-26,6.823,6.886,7.25,7.587
2013-07-01,6.824,6.887,7.25,7.587
2013-07-06,6.826,6.888,7.25,7.588
2013-07-10,6.827,6.889,7.25,7.588
2013-07-15,6.828,6.89,7.25,7.588
2013-07-20,6.83,6.891,7.25,7.589
2013-07-25,6.831,6.892,7.25,7.589
2013-07-30,6.833,6.893,7.25,7.589
2013-08-04,6.834,6.894,7.25,7.59
2013-08-10,6.835,6.895,7.25,7.59
2013-08-16,6.837,6.896,7.25,7.59
2013-08-22,6.838,6.897,7.25,7.591
2013-08-27,6.839,6.898,7.25,7.591
2013-09-02,6.841,6.899,7.25,7.591
2013-09-08,6.842,6.9,7.25,7.592
2013-09-14,6.843,6.901,7.25,7.592
2013-09-20,6.845,6.902,7.25,7.592
2013-09-24,6.846,6.903,7.25,7.593
2013-09-28,6.848,6.904,7.25,7.593
2013-10-03,6.849,6.905,7.25,7.593
2013-10-07,6.85,6.907,7.25,7.594
2013-10-11,6.852,6.908,7.25,7.594
2013-10-16,6.853,6.909,7.25,7.595
2013-10-20,6.854,6.91,7.25,7.595
2013-10-24,6.856,6.911,7.25,7.595
2013-10-29,6.857,6.912,7.25,7.596
2013-11-03,6.859,6.913,7.25,7.596
2013-11-09,6.86,6.914,7.25,7.596
2013-11-14,6.861,6.915,7.25,7.597
2013-11-20,6.863,6.916,7.25,7.597
2013-11-25,6.864,6.917,7.25,7.597
2013-12-01,6.865,6.918,7.25,7.598
2013-12-06,6.867,6.919,7.25,7.598
2013-12-12,6.868,6.92,7.25,7.598
2013-12-18,6.87,6.921,7.25,7.599
2013-12-22,6.871,6.922,7.25,7.599
2013-12-27,6.872,6.923,7.25,7.599
2013-12-31,6.874,6.924,7.25,7.6
2014-01-05,6.875,6.925,7.25,7.6
2014-01-09,6.876,6.926,7.25,7.602
2014-01-14,6.877,6.927,7.25,7.604
2014-01-18,6.878,6.928,7.25,7.607
2014-01-23,6.879,6.929,7.25,7.609
2014-01-28,6.879,6.929,7.25,7.611
2014-02-04,6.88,6.93,7.25,7.613
2014-02-11,6.881,6.931,7.25,7.615
2014-02-18,6.882,6.932,7.25,7.618
2014-02-25,6.883,6.933,7.25,7.62
2014-03-04,6.884,6.934,7.25,7.622
2014-03-11,6.885,6.935,7.25,7.624
2014-03-18,6.886,6.936,7.25,7.626
2014-03-25,6.886,6.936,7.25,7.629
2014-04-01,6.887,6.937,7.25,7.631
2014-04-08,6.888,6.938,7.25,7.633
2014-04-15,6.889,6.939,7.25,7.635
2014-04-22,6.89,6.94,7.25,7.637
2014-04-29,6.891,6.941,7.25,7.639
2014-05-06,6.892,6.942,7.25,7.642
2014-05-13,6.893,6.943,7.25,7.644
2014-05-20,6.893,6.943,7.25,7.646
2014-05-27,6.894,6.944,7.25,7.648
2014-06-03,6.895,6.945,7.25,7.65
2014-06-10,6.896,6.946,7.25,7.653
2014-06-17,6.897,6.947,7.25,7.655
2014-06-24,6.898,6.948,7.25,7.657
2014-07-01,6.899,6.949,7.25,7.659
2014-07-08,6.9,6.95,7.25,7.661
2014-07-15,6.9,6.95,7.25,7.664
2014-07-22,6.901,6.951,7.25,7.666
2014-07-29,6.902,6.952,7.25,7.668
2014-08-05,6.903,6.953,7.25,7.67
2014-08-11,6.904,6.954,7.25,7.672
2014-08-17,6.905,6.955,7.25,7.675
2014-08-23,6.906,6.956,7.25,7.677
2014-08-29,6.907,6.957,7.25,7.679
2014-09-05,6.907,6.957,7.25,7.681
2014-09-11,6.908,6.958,7.25,7.683
2014-09-17,6.909,6.959,7.25,7.686
2014-09-23,6.91,6.96,7.25,7.688
2014-09-30,6.911,6.961,7.25,7.69
2014-10-07,6.912,6.962,7.25,7.692
2014-10-14,6.913,6.963,7.25,7.694
2014-10-21,6.914,6.964,7.25,7.696
2014-10-28,6.914,6.964,7.25,7.699
2014-11-04,6.915,6.965,7.25,7.701
2014-11-11,6.916,6.966,7.25,7.703
2014-11-18,6.917,6.967,7.25,7.705
2014-11-25,6.918,6.968,7.25,7.707
2014-12-02,6.919,6.969,7.25,7.71
2014-12-06,6.92,6.97,7.25,7.712
2014-12-11,6.921,6.971,7.25,7.714
2014-12-16,6.921,6.971,7.25,7.716
2014-12-21,6.922,6.972,7.25,7.718
2014-12-26,6.923,6.973,7.25,7.721
2014-12-31,6.924,6.974,7.25,7.723
2015-01-05,6.925,6.975,7.25,7.725
2015-01-10,6.926,6.975,7.251,7.727
2015-01-15,6.927,6.976,7.253,7.729
2015-01-17,6.928,6.976,7.254,7.73
2015-01-19,6.929,6.976,7.256,7.732
2015-01-21,6.93,6.977,7.257,7.734
2015-01-23,6.931,6.977,7.259,7.736
2015-01-25,6.932,6.978,7.26,7.738
2015-01-27,6.934,6.978,7.261,7.739
2015-01-29,6.935,6.978,7.263,7.741
2015-01-31,6.936,6.979,7.264,7.743
2015-02-03,6.937,6.979,7.266,7.745
2015-02-06,6.938,6.979,7.267,7.746
2015-02-09,6.939,6.98,7.269,7.748
2015-02-12,6.94,6.98,7.27,7.75
2015-02-15,6.941,6.98,7.271,7.752
2015-02-19,6.942,6.981,7.273,7.754
2015-02-22,6.943,6.981,7.274,7.755
2015-02-25,6.944,6.981,7.276,7.757
2015-02-28,6.945,6.982,7.277,7.759
2015-03-04,6.946,6.982,7.279,7.761
2015-03-07,6.948,6.982,7.28,7.762
2015-03-11,6.949,6.983,7.281,7.764
2015-03-15,6.95,6.983,7.283,7.766
2015-03-19,6.951,6.984,7.284,7.768
2015-03-22,6.952,6.984,7.286,7.77
2015-03-26,6.953,6.984,7.287,7.771
2015-03-30,6.954,6.985,7.289,7.773
2015-04-03,6.955,6.985,7.29,7.775
2015-04-07,6.956,6.985,7.291,7.777
2015-04-13,6.957,6.986,7.293,7.779
2015-04-19,6.958,6.986,7.294,7.78
2015-04-25,6.959,6.986,7.296,7.782
2015-05-01,6.96,6.987,7.297,7.784
2015-05-08,6.961,6.987,7.299,7.786
2015-05-14,6.962,6.988,7.3,7.788
2015-05-20,6.964,6.988,7.301,7.789
2015-05-26,6.965,6.988,7.303,7.791
2015-06-02,6.966,6.989,7.304,7.793
2015-06-09,6.967,6.989,7.306,7.795
2015-06-16,6.968,6.989,7.307,7.796
2015-06-23,6.969,6.99,7.309,7.798
2015-06-30,6.97,6.99,7.31,7.8
2015-07-07,6.971,6.99,7.311,7.802
2015-07-14,6.972,6.991,7.313,7.804
2015-07-21,6.973,6.991,7.314,7.805
2015-07-28,6.974,6.991,7.316,7.807
2015-08-04,6.975,6.992,7.317,7.809
2015-08-10,6.976,6.992,7.319,7.811
2015-08-16,6.978,6.992,7.32,7.812
2015-08-22,6.979,6.993,7.321,7.814
2015-08-28,6.98,6.993,7.323,7.816
2015-09-04,6.981,6.994,7.324,7.818
2015-09-10,6.982,6.994,7.326,7.82
2015-09-16,6.983,6.994,7.327,7.821
2015-09-22,6.984,6.995,7.329,7.823
2015-09-29,6.985,6.995,7.33,7.825
2015-10-06,6.986,6.995,7.331,7.827
2015-10-13,6.987,6.996,7.333,7.829
2015-10-20,6.988,6.996,7.334,7.83
2015-10-27,6.989,6.996,7.336,7.832
2015-11-03,6.99,6.997,7.337,7.834
2015-11-10,6.991,6.997,7.339,7.836
2015-11-17,6.992,6.998,7.34,7.837
2015-11-24,6.994,6.998,7.341,7.839
2015-12-01,6.995,6.998,7.343,7.841
2015-12-08,6.996,6.999,7.344,7.843
2015-12-15,6.997,6.999,7.346,7.845
2015-12-22,6.998,6.999,7.347,7.846
2015-12-29,6.999,7.0,7.349,7.848
2016-01-05,7.0,7.0,7.35,7.85
2016-01-12,7.005,7.009,7.362,7.858
2016-01-19,7.009,7.019,7.375,7.867
2016-01-26,7.014,7.028,7.387,7.875
2016-02-02,7.019,7.038,7.399,7.884
2016-02-09,7.024,7.047,7.411,7.892
2016-02-16,7.028,7.057,7.424,7.901
2016-02-23,7.033,7.066,7.436,7.909
2016-03-01,7.038,7.075,7.448,7.918
2016-03-08,7.042,7.085,7.46,7.926
2016-03-15,7.047,7.094,7.473,7.935
2016-03-22,7.052,7.104,7.485,7.943
2016-03-29,7.057,7.113,7.497,7.952
2016-04-05,7.061,7.123,7.509,7.96
2016-04-12,7.066,7.132,7.522,7.969
2016-04-19,7.071,7.142,7.534,7.977
2016-04-26,7.075,7.151,7.546,7.986
2016-05-03,7.08,7.16,7.558,7.994
2016-05-10,7.085,7.17,7.571,8.003
2016-05-17,7.09,7.179,7.583,8.011
2016-05-24,7.094,7.189,7.595,8.02
2016-05-31,7.099,7.198,7.608,8.028
2016-06-07,7.104,7.208,7.62,8.037
2016-06-14,7.108,7.217,7.632,8.045
2016-06-21,7.113,7.226,7.644,8.054
2016-06-28,7.118,7.236,7.657,8.062
2016-07-05,7.123,7.245,7.669,8.071
2016-07-12,7.127,7.255,7.681,8.079
2016-07-19,7.132,7.264,7.693,8.088
2016-07-26,7.137,7.274,7.706,8.096
2016-08-02,7.142,7.283,7.718,8.105
2016-08-09,7.146,7.292,7.73,8.113
2016-08-15,7.151,7.302,7.742,8.122
2016-08-21,7.156,7.311,7.755,8.13
2016-08-27,7.16,7.321,7.767,8.139
2016-09-02,7.165,7.33,7.779,8.147
2016-09-09,7.17,7.34,7.792,8.156
2016-09-15,7.175,7.349,7.804,8.164
2016-09-21,7.179,7.358,7.816,8.173
2016-09-27,7.184,7.368,7.828,8.181
2016-10-04,7.189,7.377,7.841,8.19
2016-10-11,7.193,7.387,7.853,8.198
2016-10-18,7.198,7.396,7.865,8.207
2016-10-25,7.203,7.406,7.877,8.215
2016-11-01,7.208,7.415,7.89,8.224
2016-11-08,7.212,7.425,7.902,8.232
2016-11-15,7.217,7.434,7.914,8.241
2016-11-22,7.222,7.443,7.926,8.249
2016-11-29,7.226,7.453,7.939,8.258
2016-12-07,7.231,7.462,7.951,8.266
2016-12-14,7.236,7.472,7.963,8.275
2016-12-21,7.241,7.481,7.975,8.283
2016-12-28,7.245,7.491,7.988,8.292
2017-01-04,7.25,7.5,8.0,8.3
2017-01-11,7.255,7.506,8.0,8.3
2017-01-18,7.259,7.511,8.0,8.3
2017-01-25,7.264,7.517,8.0,8.3
2017-02-01,7.269,7.522,8.0,8.3
2017-02-08,7.273,7.528,8.0,8.3
2017-02-14,7.278,7.533,8.0,8.3
2017-02-20,7.282,7.539,8.0,8.3
2017-02-27,7.287,7.544,8.0,8.3
2017-03-05,7.292,7.55,8.0,8.3
2017-03-11,7.296,7.556,8.0,8.3
2017-03-18,7.301,7.561,8.0,8.3
2017-03-24,7.306,7.567,8.0,8.3
2017-03-30,7.31,7.572,8.0,8.3
2017-04-06,7.315,7.578,8.0,8.3
2017-04-12,7.319,7.583,8.0,8.3
2017-04-19,7.324,7.589,8.0,8.3
2017-04-26,7.329,7.594,8.0,8.3
2017-05-03,7.333,7.6,8.0,8.3
2017-05-10,7.338,7.606,8.0,8.3
2017-05-17,7.343,7.611,8.0,8.3
2017-05-24,7.347,7.617,8.0,8.3
2017-05-31,7.352,7.622,8.0,8.3
2017-06-07,7.356,7.628,8.0,8.3
2017-06-13,7.361,7.633,8.0,8.3
2017-06-19,7.366,7.639,8.0,8.3
2017-06-25,7.37,7.644,8.0,8.3
2017-07-01,7.375,7.65,8.0,8.3
2017-07-08,7.38,7.656,8.0,8.3
2017-07-14,7.384,7.661,8.0,8.3
2017-07-20,7.389,7.667,8.0,8.3
2017-07-26,7.394,7.672,8.0,8.3
2017-08-02,7.398,7.678,8.0,8.3
2017-08-09,7.403,7.683,8.0,8.3
2017-08-16,7.407,7.689,8.0,8.3
2017-08-23,7.412,7.694,8.0,8.3
2017-08-30,7.417,7.7,8.0,8.3
2017-09-06,7.421,7.706,8.0,8.3
2017-09-13,7.426,7.711,8.0,8.3
2017-09-20,7.431,7.717,8.0,8.3
2017-09-27,7.435,7.722,8.0,8.3
2017-10-04,7.44,7.728,8.0,8.3
2017-10-11,7.444,7.733,8.0,8.3
2017-10-18,7.449,7.739,8.0,8.3
2017-10-25,7.454,7.744,8.0,8.3
2017-11-01,7.458,7.75,8.0,8.3
2017-11-08,7.463,7.756,8.0,8.3
2017-11-15,7.468,7.761,8.0,8.3
2017-11-22,7.472,7.767,8.0,8.3
2017-11-29,7.477,7.772,8.0,8.3
2017-12-06,7.481,7.778,8.0,8.3
2017-12-13,7.486,7.783,8.0,8.3
2017-12-20,7.491,7.789,8.0,8.3
2017-12-27,7.495,7.794,8.0,8.3
2018-01-03,7.5,7.8,8.0,8.3
2018-01-10,7.504,7.8,8.005,8.302
2018-01-17,7.507,7.8,8.009,8.304
2018-01-24,7.511,7.8,8.014,8.306
2018-01-31,7.515,7.8,8.019,8.307
2018-02-07,7.519,7.8,8.023,8.309
2018-02-13,7.522,7.8,8.028,8.311
2018-02-19,7.526,7.8,8.032,8.313
2018-02-26,7.53,7.8,8.037,8.315
2018-03-04,7.533,7.8,8.042,8.317
2018-03-10,7.537,7.8,8.046,8.319
2018-03-17,7.541,7.8,8.051,8.32
2018-03-23,7.544,7.8,8.056,8.322
2018-03-29,7.548,7.8,8.06,8.324
2018-04-05,7.552,7.8,8.065,8.326
2018-04-11,7.556,7.8,8.069,8.328
2018-04-18,7.559,7.8,8.074,8.33
2018-04-25,7.563,7.8,8.079,8.331
2018-05-02,7.567,7.8,8.083,8.333
2018-05-09,7.57,7.8,8.088,8.335
2018-05-16,7.574,7.8,8.093,8.337
2018-05-23,7.578,7.8,8.097,8.339
2018-05-30,7.581,7.8,8.102,8.341
2018-06-06,7.585,7.8,8.106,8.343
2018-06-12,7.589,7.8,8.111,8.344
2018-06-18,7.593,7.8,8.116,8.346
2018-06-24,7.596,7.8,8.12,8.348
2018-06-30,7.6,7.8,8.125,8.35
2018-07-07,7.604,7.8,8.13,8.352
2018-07-13,7.607,7.8,8.134,8.354
2018-07-19,7.611,7.8,8.139,8.356
2018-07-25,7.615,7.8,8.144,8.357
2018-08-01,7.619,7.8,8.148,8.359
2018-08-08,7.622,7.8,8.153,8.361
2018-08-15,7.626,7.8,8.157,8.363
2018-08-22,7.63,7.8,8.162,8.365
2018-08-29,7.633,7.8,8.167,8.367
2018-09-06,7.637,7.8,8.171,8.369
2018-09-13,7.641,7.8,8.176,8.37
2018-09-20,7.644,7.8,8.181,8.372
2018-09-27,7.648,7.8,8.185,8.374
2018-10-05,7.652,7.8,8.19,8.376
2018-10-11,7.656,7.8,8.194,8.378
2018-10-18,7.659,7.8,8.199,8.38
2018-10-25,7.663,7.8,8.204,8.381
2018-11-01,7.667,7.8,8.208,8.383
2018-11-07,7.67,7.8,8.213,8.385
2018-11-14,7.674,7.8,8.218,8.387
2018-11-21,7.678,7.8,8.222,8.389
2018-11-28,7.681,7.8,8.227,8.391
2018-12-05,7.685,7.8,8.231,8.393
2018-12-12,7.689,7.8,8.236,8.394
2018-12-19,7.693,7.8,8.241,8.396
2018-12-26,7.696,7.8,8.245,8.398
2019-01-02,7.7,7.8,8.25,8.4
2019-01-09,7.7,7.804,8.251,8.402
2019-01-16,7.7,7.807,8.252,8.404
2019-01-23,7.7,7.811,8.253,8.406
2019-01-30,7.7,7.815,8.254,8.407
2019-02-07,7.7,7.819,8.255,8.409
2019-02-13,7.7,7.822,8.256,8.411
2019-02-19,7.7,7.826,8.256,8.413
2019-02-25,7.7,7.83,8.257,8.415
2019-03-03,7.7,7.833,8.258,8.417
2019-03-10,7.7,7.837,8.259,8.419
2019-03-16,7.7,7.841,8.26,8.42
2019-03-22,7.7,7.844,8.261,8.422
2019-03-28,7.7,7.848,8.262,8.424
2019-04-04,7.7,7.852,8.263,8.426
2019-04-11,7.7,7.856,8.264,8.428
2019-04-18,7.7,7.859,8.265,8.43
2019-04-25,7.7,7.863,8.266,8.431
2019-05-02,7.7,7.867,8.267,8.433
2019-05-09,7.7,7.87,8.268,8.435
2019-05-16,7.7,7.874,8.269,8.437
2019-05-23,7.7,7.878,8.269,8.439
2019-05-30,7.7,7.881,8.27,8.441
2019-06-06,7.7,7.885,8.271,8.443
2019-06-12,7.7,7.889,8.272,8.444
2019-06-19,7.7,7.893,8.273,8.446
2019-06-26,7.7,7.896,8.274,8.448
2019-07-03,7.7,7.9,8.275,8.45
2019-07-10,7.7,7.904,8.276,8.452
2019-07-17,7.7,7.907,8.277,8.454
2019-07-24,7.7,7.911,8.278,8.456
2019-07-31,7.7,7.915,8.279,8.457
2019-08-07,7.7,7.919,8.28,8.459
2019-08-13,7.7,7.922,8.281,8.461
2019-08-19,7.7,7.926,8.281,8.463
2019-08-26,7.7,7.93,8.282,8.465
2019-09-01,7.7,7.933,8.283,8.467
2019-09-08,7.7,7.937,8.284,8.469
2019-09-14,7.7,7.941,8.285,8.47
2019-09-21,7.7,7.944,8.286,8.472
2019-09-27,7.7,7.948,8.287,8.474
2019-10-04,7.7,7.952,8.288,8.476
2019-10-10,7.7,7.956,8.289,8.478
2019-10-17,7.7,7.959,8.29,8.48
2019-10-24,7.7,7.963,8.291,8.481
2019-10-31,7.7,7.967,8.292,8.483
2019-11-07,7.7,7.97,8.293,8.485
2019-11-14,7.7,7.974,8.294,8.487
2019-11-21,7.7,7.978,8.294,8.489
2019-11-28,7.7,7.981,8.295,8.491
2019-12-05,7.7,7.985,8.296,8.493
2019-12-12,7.7,7.989,8.297,8.494
2019-12-19,7.7,7.993,8.298,8.496
2019-12-26,7.7,7.996,8.299,8.498
2020-01-02,7.7,8.0,8.3,8.5
2020-01-09,7.709,8.004,8.302,8.5
2020-01-16,7.719,8.007,8.304,8.5
