Date,Average,Gdp Per Capita
1/30/2000,8,442.036
2/1/2000,9.6,442.036
2/3/2000,9.371,442.13
2/5/2000,9.143,442.223
2/7/2000,8.914,442.317
2/10/2000,8.686,442.411
2/12/2000,8.457,442.505
2/14/2000,8.229,442.598
2/16/2000,8,442.692
2/19/2000,9.6,442.692
2/21/2000,12,442.692
2/23/2000,11.657,442.786
2/25/2000,11.314,442.879
2/27/2000,10.971,442.973
2/29/2000,10.629,443.067
3/2/2000,10.286,443.161
3/4/2000,9.943,443.254
3/6/2000,9.6,443.348
3/9/2000,12,443.348
3/14/2000,12,443.348
3/19/2000,11.857,443.442
3/24/2000,11.714,443.535
3/29/2000,11.571,443.629
4/3/2000,11.429,443.723
4/8/2000,11.286,443.817
4/13/2000,11.143,443.91
4/18/2000,11,444.004
4/23/2000,11,444.004
4/25/2000,11,444.004
4/27/2000,10.786,444.098
4/29/2000,10.571,444.192
5/1/2000,10.357,444.286
5/3/2000,10.143,444.379
5/5/2000,9.929,444.473
5/7/2000,9.714,444.567
5/9/2000,9.5,444.661
5/12/2000,9.5,444.661
5/14/2000,9.5,444.661
5/16/2000,9.464,444.755
5/19/2000,9.429,444.848
5/21/2000,9.393,444.942
5/23/2000,9.357,445.036
5/26/2000,9.321,445.13
5/28/2000,9.286,445.223
5/30/2000,9.25,445.317
6/2/2000,9.25,445.317
6/7/2000,9.25,445.317
6/13/2000,9.229,445.411
6/19/2000,9.207,445.504
6/24/2000,9.186,445.598
6/30/2000,9.164,445.692
7/6/2000,9.143,445.786
7/11/2000,9.121,445.879
7/17/2000,9.1,445.973
7/23/2000,9.1,445.973
7/25/2000,9.1,445.973
7/27/2000,9.086,446.067
7/29/2000,9.071,446.16
7/31/2000,9.057,446.254
8/3/2000,9.043,446.348
8/5/2000,9.029,446.442
8/7/2000,9.014,446.535
8/9/2000,9,446.629
8/12/2000,9,446.629
8/15/2000,9,446.629
8/18/2000,8.964,446.723
8/22/2000,8.929,446.816
8/25/2000,8.893,446.91
8/29/2000,8.857,447.004
9/1/2000,8.821,447.098
9/5/2000,8.786,447.191
9/8/2000,8.75,447.285
9/12/2000,8.75,447.285
9/17/2000,8.75,447.285
9/22/2000,8.679,447.379
9/28/2000,8.607,447.473
10/3/2000,8.536,447.567
10/9/2000,8.464,447.66
10/14/2000,8.393,447.754
10/20/2000,8.321,447.848
10/25/2000,8.25,447.942
10/31/2000,8.25,447.942
11/3/2000,8.25,447.942
11/6/2000,8.214,448.036
11/10/2000,8.179,448.129
11/13/2000,8.143,448.223
11/16/2000,8.107,448.317
11/20/2000,8.071,448.411
11/23/2000,8.036,448.504
11/26/2000,8,448.598
11/30/2000,8,448.598
12/2/2000,8,448.598
12/4/2000,8,448.692
12/6/2000,8,448.785
12/8/2000,8,448.879
12/11/2000,8,448.973
12/13/2000,8,449.067
12/15/2000,8,449.16
12/17/2000,8,449.254
12/20/2000,8,449.254
12/24/2000,8,449.254
12/29/2000,8,449.348
1/2/2001,8,449.441
1/7/2001,8,449.535
1/11/2001,8,449.629
1/16/2001,8,449.723
1/20/2001,8,449.816
1/25/2001,8,449.91
1/30/2001,8,449.91
2/1/2001,8,449.91
2/3/2001,7.929,450.135
2/5/2001,7.857,450.361
2/7/2001,7.786,450.586
2/10/2001,7.714,450.812
2/12/2001,7.643,451.037
2/14/2001,7.571,451.263
2/16/2001,7.5,451.488
2/19/2001,7.5,451.488
2/21/2001,7.5,451.488
2/23/2001,7.429,451.713
2/25/2001,7.357,451.939
2/27/2001,7.286,452.164
3/1/2001,7.214,452.39
3/3/2001,7.143,452.615
3/5/2001,7.071,452.841
3/7/2001,7,453.066
3/9/2001,7,453.066
3/14/2001,7,453.066
3/19/2001,6.964,453.291
3/24/2001,6.929,453.517
3/29/2001,6.893,453.742
4/3/2001,6.857,453.968
4/8/2001,6.821,454.193
4/13/2001,6.786,454.419
4/18/2001,6.75,454.644
4/23/2001,6.75,454.644
4/25/2001,6.75,454.644
4/27/2001,6.75,454.869
4/29/2001,6.75,455.095
5/1/2001,6.75,455.32
5/3/2001,6.75,455.546
5/5/2001,6.75,455.771
5/7/2001,6.75,455.997
5/9/2001,6.75,456.222
5/12/2001,6.75,456.222
5/14/2001,6.75,456.222
5/16/2001,6.714,456.447
5/19/2001,6.679,456.673
5/21/2001,6.643,456.898
5/23/2001,6.607,457.124
5/26/2001,6.571,457.349
5/28/2001,6.536,457.575
5/30/2001,6.5,457.8
6/2/2001,6.5,457.8
6/7/2001,6.5,457.8
6/13/2001,6.5,458.025
6/19/2001,6.5,458.251
6/24/2001,6.5,458.476
6/30/2001,6.5,458.702
7/6/2001,6.5,458.927
7/11/2001,6.5,459.153
7/17/2001,6.5,459.378
7/23/2001,6.5,459.378
7/25/2001,6.5,459.378
7/27/2001,6.5,459.603
7/29/2001,6.5,459.829
7/31/2001,6.5,460.054
8/3/2001,6.5,460.279
8/5/2001,6.5,460.504
8/7/2001,6.5,460.73
8/9/2001,6.5,460.955
8/12/2001,6.5,460.955
8/15/2001,6.5,460.955
8/18/2001,6.5,461.18
8/22/2001,6.5,461.406
8/25/2001,6.5,461.631
8/29/2001,6.5,461.857
9/1/2001,6.5,462.082
9/5/2001,6.5,462.308
9/8/2001,6.5,462.533
9/12/2001,6.5,462.533
9/17/2001,6.5,462.533
9/22/2001,6.5,462.758
9/28/2001,6.5,462.984
10/3/2001,6.5,463.209
10/9/2001,6.5,463.435
10/14/2001,6.5,463.66
10/20/2001,6.5,463.886
10/25/2001,6.5,464.111
10/31/2001,6.5,464.111
11/3/2001,6.5,464.111
11/6/2001,6.5,464.336
11/10/2001,6.5,464.562
11/13/2001,6.5,464.787
11/16/2001,6.5,465.013
11/20/2001,6.5,465.238
11/23/2001,6.5,465.464
11/26/2001,6.5,465.689
11/30/2001,6.5,465.689
12/2/2001,6.5,465.689
12/4/2001,6.5,465.914
12/6/2001,6.5,466.14
12/8/2001,6.5,466.365
12/11/2001,6.5,466.591
12/13/2001,6.5,466.816
12/15/2001,6.5,467.042
12/17/2001,6.5,467.267
12/20/2001,6.5,467.267
12/24/2001,6.5,467.267
12/29/2001,6.5,467.492
1/2/2002,6.5,467.718
1/7/2002,6.5,467.943
1/11/2002,6.5,468.169
1/16/2002,6.5,468.394
1/20/2002,6.5,468.62
1/25/2002,6.5,468.845
1/30/2002,6.5,468.845
2/1/2002,6.5,468.845
2/3/2002,6.5,469.738
2/5/2002,6.5,470.631
2/7/2002,6.5,471.524
2/10/2002,6.5,472.416
2/12/2002,6.5,473.309
2/14/2002,6.5,474.202
2/16/2002,6.5,475.095
2/19/2002,6.5,475.095
2/21/2002,6.5,475.095
2/23/2002,6.429,475.988
2/25/2002,6.357,476.881
2/27/2002,6.286,477.774
3/1/2002,6.214,478.666
3/3/2002,6.143,479.559
3/5/2002,6.071,480.452
3/7/2002,6,481.345
3/9/2002,6,481.345
3/14/2002,6,481.345
3/19/2002,6,482.238
3/24/2002,6,483.131
3/29/2002,6,484.024
4/3/2002,6,484.916
4/8/2002,6,485.809
4/13/2002,6,486.702
4/18/2002,6,487.595
4/23/2002,6,487.595
4/25/2002,6,487.595
4/27/2002,6,488.488
4/29/2002,6,489.381
5/1/2002,6,490.274
5/3/2002,6,491.166
5/5/2002,6,492.059
5/7/2002,6,492.952
5/9/2002,6,493.845
5/12/2002,6,493.845
5/14/2002,6,493.845
5/16/2002,5.964,494.738
5/19/2002,5.929,495.631
5/21/2002,5.893,496.524
5/23/2002,5.857,497.416
5/26/2002,5.821,498.309
5/28/2002,5.786,499.202
5/30/2002,5.75,500.095
6/2/2002,5.75,500.095
6/7/2002,5.75,500.095
6/13/2002,5.75,500.988
6/19/2002,5.75,501.881
6/24/2002,5.75,502.774
6/30/2002,5.75,503.666
7/6/2002,5.75,504.559
7/11/2002,5.75,505.452
7/17/2002,5.75,506.345
7/23/2002,5.75,506.345
7/25/2002,5.75,506.345
7/27/2002,5.75,507.238
7/29/2002,5.75,508.131
7/31/2002,5.75,509.024
8/3/2002,5.75,509.916
8/5/2002,5.75,510.809
8/7/2002,5.75,511.702
8/9/2002,5.75,512.595
8/12/2002,5.75,512.595
8/15/2002,5.75,512.595
8/18/2002,5.75,513.488
8/22/2002,5.75,514.381
8/25/2002,5.75,515.274
8/29/2002,5.75,516.166
9/1/2002,5.75,517.059
9/5/2002,5.75,517.952
9/8/2002,5.75,518.845
9/12/2002,5.75,518.845
9/17/2002,5.75,518.845
9/22/2002,5.75,519.738
9/28/2002,5.75,520.631
10/3/2002,5.75,521.524
10/9/2002,5.75,522.416
10/14/2002,5.75,523.309
10/20/2002,5.75,524.202
10/25/2002,5.75,525.095
10/31/2002,5.75,525.095
11/3/2002,5.75,525.095
11/6/2002,5.714,525.988
11/10/2002,5.679,526.881
11/13/2002,5.643,527.774
11/16/2002,5.607,528.666
11/20/2002,5.571,529.559
11/23/2002,5.536,530.452
11/26/2002,5.5,531.345
11/30/2002,5.5,531.345
12/2/2002,5.5,531.345
12/4/2002,5.5,532.238
12/6/2002,5.5,533.131
12/8/2002,5.5,534.024
12/11/2002,5.5,534.916
12/13/2002,5.5,535.809
12/15/2002,5.5,536.702
12/17/2002,5.5,537.595
12/20/2002,5.5,537.595
12/24/2002,5.5,537.595
12/29/2002,5.5,538.488
1/2/2003,5.5,539.381
1/7/2003,5.5,540.274
1/11/2003,5.5,541.166
1/16/2003,5.5,542.059
1/20/2003,5.5,542.952
1/25/2003,5.5,543.845
1/30/2003,5.5,543.845
2/1/2003,5.5,543.845
2/3/2003,5.5,544.801
2/5/2003,5.5,545.756
2/7/2003,5.5,546.712
2/10/2003,5.5,547.667
2/12/2003,5.5,548.623
2/14/2003,5.5,549.578
2/16/2003,5.5,550.534
2/19/2003,5.5,550.534
2/21/2003,5.5,550.534
2/23/2003,5.429,551.489
2/25/2003,5.357,552.445
2/27/2003,5.286,553.4
3/1/2003,5.214,554.356
3/3/2003,5.143,555.311
3/5/2003,5.071,556.267
3/7/2003,5,557.222
3/9/2003,5,557.222
3/14/2003,5,557.222
3/19/2003,5,558.178
3/24/2003,5,559.133
3/29/2003,5,560.089
4/3/2003,5,561.044
4/8/2003,5,562
4/13/2003,5,562.955
4/18/2003,5,563.911
4/23/2003,5,563.911
4/25/2003,5,563.911
4/27/2003,5,564.866
4/29/2003,5,565.822
5/1/2003,5,566.777
5/3/2003,5,567.733
5/5/2003,5,568.688
5/7/2003,5,569.644
5/9/2003,5,570.599
5/12/2003,5,570.599
5/14/2003,5,570.599
5/16/2003,5,571.555
5/19/2003,5,572.51
5/21/2003,5,573.466
5/23/2003,5,574.421
5/26/2003,5,575.377
5/28/2003,5,576.332
5/30/2003,5,577.288
6/2/2003,5,577.288
6/7/2003,5,577.288
6/13/2003,5,578.243
6/19/2003,5,579.199
6/24/2003,5,580.154
6/30/2003,5,581.11
7/6/2003,5,582.065
7/11/2003,5,583.021
7/17/2003,5,583.976
7/23/2003,5,583.976
7/25/2003,5,583.976
7/27/2003,4.929,584.932
7/29/2003,4.857,585.887
7/31/2003,4.786,586.843
8/3/2003,4.714,587.798
8/5/2003,4.643,588.754
8/7/2003,4.571,589.709
8/9/2003,4.5,590.665
8/12/2003,4.5,590.665
8/15/2003,4.5,590.665
8/18/2003,4.5,591.621
8/22/2003,4.5,592.576
8/25/2003,4.5,593.532
8/29/2003,4.5,594.487
9/1/2003,4.5,595.443
9/5/2003,4.5,596.398
9/8/2003,4.5,597.354
9/12/2003,4.5,597.354
9/17/2003,4.5,597.354
9/22/2003,4.5,598.309
9/28/2003,4.5,599.265
10/3/2003,4.5,600.22
10/9/2003,4.5,601.176
10/14/2003,4.5,602.131
10/20/2003,4.5,603.087
10/25/2003,4.5,604.042
10/31/2003,4.5,604.042
11/3/2003,4.5,604.042
11/6/2003,4.5,604.998
11/10/2003,4.5,605.953
11/13/2003,4.5,606.909
11/16/2003,4.5,607.864
11/20/2003,4.5,608.82
11/23/2003,4.5,609.775
11/26/2003,4.5,610.731
11/30/2003,4.5,610.731
12/2/2003,4.5,610.731
12/4/2003,4.5,611.686
12/6/2003,4.5,612.642
12/8/2003,4.5,613.597
12/11/2003,4.5,614.553
12/13/2003,4.5,615.508
12/15/2003,4.5,616.464
12/17/2003,4.5,617.419
12/20/2003,4.5,617.419
12/24/2003,4.5,617.419
12/29/2003,4.5,618.375
1/2/2004,4.5,619.33
1/7/2004,4.5,620.286
1/11/2004,4.5,621.241
1/16/2004,4.5,622.197
1/20/2004,4.5,623.152
1/25/2004,4.5,624.108
1/30/2004,4.5,624.108
2/1/2004,4.5,624.108
2/3/2004,4.5,625.137
2/5/2004,4.5,626.165
2/7/2004,4.5,627.194
2/10/2004,4.5,628.222
2/12/2004,4.5,629.251
2/14/2004,4.5,630.279
2/16/2004,4.5,631.308
2/19/2004,4.5,631.308
2/21/2004,4.5,631.308
2/23/2004,4.5,632.337
2/25/2004,4.5,633.365
2/27/2004,4.5,634.394
2/29/2004,4.5,635.423
3/2/2004,4.5,636.452
3/4/2004,4.5,637.48
3/6/2004,4.5,638.509
3/9/2004,4.5,638.509
3/14/2004,4.5,638.509
3/19/2004,4.5,639.538
3/24/2004,4.5,640.566
3/29/2004,4.5,641.595
4/3/2004,4.5,642.623
4/8/2004,4.5,643.652
4/13/2004,4.5,644.68
4/18/2004,4.5,645.709
4/23/2004,4.5,645.709
4/25/2004,4.5,645.709
4/27/2004,4.5,646.738
4/29/2004,4.5,647.766
5/1/2004,4.5,648.795
5/3/2004,4.5,649.823
5/5/2004,4.5,650.852
5/7/2004,4.5,651.88
5/9/2004,4.5,652.909
5/12/2004,4.5,652.909
5/14/2004,4.5,652.909
5/16/2004,4.5,653.938
5/19/2004,4.5,654.966
5/21/2004,4.5,655.995
5/23/2004,4.5,657.024
5/26/2004,4.5,658.053
5/28/2004,4.5,659.081
5/30/2004,4.5,660.11
6/2/2004,4.5,660.11
6/7/2004,4.5,660.11
6/13/2004,4.5,661.139
6/19/2004,4.5,662.167
6/24/2004,4.5,663.196
6/30/2004,4.5,664.224
7/6/2004,4.5,665.253
7/11/2004,4.5,666.281
7/17/2004,4.5,667.31
7/23/2004,4.5,667.31
7/25/2004,4.5,667.31
7/27/2004,4.5,668.339
7/29/2004,4.5,669.367
7/31/2004,4.5,670.396
8/3/2004,4.5,671.424
8/5/2004,4.5,672.453
8/7/2004,4.5,673.481
8/9/2004,4.5,674.51
8/12/2004,4.5,674.51
8/15/2004,4.5,674.51
8/18/2004,4.5,675.539
8/22/2004,4.5,676.567
8/25/2004,4.5,677.596
8/29/2004,4.5,678.625
9/1/2004,4.5,679.654
9/5/2004,4.5,680.682
9/8/2004,4.5,681.711
9/12/2004,4.5,681.711
9/17/2004,4.75,681.711
9/22/2004,4.714,682.74
9/28/2004,4.679,683.768
10/3/2004,4.643,684.797
10/9/2004,4.607,685.825
10/14/2004,4.571,686.854
10/20/2004,4.536,687.882
10/25/2004,4.5,688.911
10/31/2004,4.75,688.911
11/3/2004,6,688.911
11/6/2004,5.821,689.94
11/10/2004,5.643,690.968
11/13/2004,5.464,691.997
11/16/2004,5.286,693.025
11/20/2004,5.107,694.054
11/23/2004,4.929,695.082
11/26/2004,4.75,696.111
11/30/2004,6,696.111
12/2/2004,6,696.111
12/4/2004,6,697.14
12/6/2004,6,698.168
12/8/2004,6,699.197
12/11/2004,6,700.226
12/13/2004,6,701.255
12/15/2004,6,702.283
12/17/2004,6,703.312
12/20/2004,6,703.312
12/24/2004,6,703.312
12/29/2004,6,704.341
1/2/2005,6,705.369
1/7/2005,6,706.398
1/11/2005,6,707.426
1/16/2005,6,708.455
1/20/2005,6,709.483
1/25/2005,6,710.512
1/30/2005,6,710.512
2/1/2005,6,710.512
2/3/2005,6,711.601
2/5/2005,6,712.691
2/7/2005,6,713.78
2/10/2005,6,714.869
2/12/2005,6,715.958
2/14/2005,6,717.048
2/16/2005,6,718.137
2/19/2005,6,718.137
2/21/2005,6,718.137
2/23/2005,6,719.226
2/25/2005,6,720.316
2/27/2005,6,721.405
3/1/2005,6,722.494
3/3/2005,6,723.583
3/5/2005,6,724.673
3/7/2005,6,725.762
3/9/2005,6,725.762
3/14/2005,6,725.762
3/19/2005,6,726.851
3/24/2005,6,727.941
3/29/2005,6,729.03
4/3/2005,6,730.119
4/8/2005,6,731.208
4/13/2005,6,732.298
4/18/2005,6,733.387
4/23/2005,6,733.387
4/25/2005,6,733.387
4/27/2005,6,734.476
4/29/2005,6,735.566
5/1/2005,6,736.655
5/3/2005,6,737.745
5/5/2005,6,738.834
5/7/2005,6,739.924
5/9/2005,6,741.013
5/12/2005,6,741.013
5/14/2005,6,741.013
5/16/2005,6,742.102
5/19/2005,6,743.192
5/21/2005,6,744.281
5/23/2005,6,745.37
5/26/2005,6,746.459
5/28/2005,6,747.549
5/30/2005,6,748.638
6/2/2005,6,748.638
6/7/2005,6,748.638
6/13/2005,6,749.727
6/19/2005,6,750.817
6/24/2005,6,751.906
6/30/2005,6,752.995
7/6/2005,6,754.084
7/11/2005,6,755.174
7/17/2005,6,756.263
7/23/2005,6,756.263
7/25/2005,6,756.263
7/27/2005,6,757.352
7/29/2005,6,758.442
7/31/2005,6,759.531
8/3/2005,6,760.62
8/5/2005,6,761.709
8/7/2005,6,762.799
8/9/2005,6,763.888
8/12/2005,6,763.888
8/15/2005,6,763.888
8/18/2005,6,764.977
8/22/2005,6,766.067
8/25/2005,6,767.156
8/29/2005,6,768.245
9/1/2005,6,769.334
9/5/2005,6,770.424
9/8/2005,6,771.513
9/12/2005,6,771.513
9/17/2005,6,771.513
9/22/2005,6,772.602
9/28/2005,6,773.692
10/3/2005,6,774.781
10/9/2005,6,775.87
10/14/2005,6,776.959
10/20/2005,6,778.049
10/25/2005,6,779.138
10/31/2005,6,779.138
11/3/2005,6.23,779.138
11/6/2005,6.197,780.227
11/10/2005,6.164,781.317
11/13/2005,6.131,782.406
11/16/2005,6.099,783.496
11/20/2005,6.066,784.585
11/23/2005,6.033,785.675
11/26/2005,6,786.764
11/30/2005,6.23,786.764
12/2/2005,6.25,786.764
12/4/2005,6.247,787.853
12/6/2005,6.244,788.943
12/8/2005,6.241,790.032
12/11/2005,6.239,791.121
12/13/2005,6.236,792.21
12/15/2005,6.233,793.3
12/17/2005,6.23,794.389
12/20/2005,6.25,794.389
12/24/2005,6.5,794.389
12/29/2005,6.464,795.478
1/2/2006,6.429,796.568
1/7/2006,6.393,797.657
1/11/2006,6.357,798.746
1/16/2006,6.321,799.835
1/20/2006,6.286,800.925
1/25/2006,6.25,802.014
1/30/2006,6.5,802.014
2/1/2006,6.5,802.014
2/3/2006,6.5,804.642
2/5/2006,6.5,807.269
2/7/2006,6.5,809.897
2/10/2006,6.5,812.524
2/12/2006,6.5,815.152
2/14/2006,6.5,817.779
2/16/2006,6.5,820.407
2/19/2006,6.5,820.407
2/21/2006,6.5,820.407
2/23/2006,6.5,823.035
2/25/2006,6.5,825.662
2/27/2006,6.5,828.29
3/1/2006,6.5,830.917
3/3/2006,6.5,833.545
3/5/2006,6.5,836.172
3/7/2006,6.5,838.8
3/9/2006,6.5,838.8
3/14/2006,6.5,838.8
3/19/2006,6.5,841.428
3/24/2006,6.5,844.055
3/29/2006,6.5,846.683
4/3/2006,6.5,849.311
4/8/2006,6.5,851.939
4/13/2006,6.5,854.566
4/18/2006,6.5,857.194
4/23/2006,6.5,857.194
4/25/2006,6.5,857.194
4/27/2006,6.5,859.822
4/29/2006,6.5,862.449
5/1/2006,6.5,865.077
5/3/2006,6.5,867.704
5/5/2006,6.5,870.332
5/7/2006,6.5,872.959
5/9/2006,6.5,875.587
5/12/2006,6.5,875.587
5/14/2006,6.75,875.587
5/16/2006,6.714,878.215
5/19/2006,6.679,880.842
5/21/2006,6.643,883.47
5/23/2006,6.607,886.097
5/26/2006,6.571,888.725
5/28/2006,6.536,891.352
5/30/2006,6.5,893.98
6/2/2006,6.75,893.98
6/7/2006,7,893.98
6/13/2006,6.964,896.608
6/19/2006,6.929,899.235
6/24/2006,6.893,901.863
6/30/2006,6.857,904.49
7/6/2006,6.821,907.118
7/11/2006,6.786,909.745
7/17/2006,6.75,912.373
7/23/2006,7,912.373
7/25/2006,7,912.373
7/27/2006,7,915.001
7/29/2006,7,917.628
7/31/2006,7,920.256
8/3/2006,7,922.883
8/5/2006,7,925.511
8/7/2006,7,928.138
8/9/2006,7,930.766
8/12/2006,7,930.766
8/15/2006,7,930.766
8/18/2006,7,933.394
8/22/2006,7,936.021
8/25/2006,7,938.649
8/29/2006,7,941.276
9/1/2006,7,943.904
9/5/2006,7,946.531
9/8/2006,7,949.159
9/12/2006,7,949.159
9/17/2006,7,949.159
9/22/2006,7,951.787
9/28/2006,7,954.414
10/3/2006,7,957.042
10/9/2006,7,959.669
10/14/2006,7,962.297
10/20/2006,7,964.924
10/25/2006,7,967.552
10/31/2006,7,967.552
11/3/2006,7,967.552
11/6/2006,7,970.18
11/10/2006,7,972.807
11/13/2006,7,975.435
11/16/2006,7,978.063
11/20/2006,7,980.691
11/23/2006,7,983.318
11/26/2006,7,985.946
11/30/2006,7,985.946
12/2/2006,7,985.946
12/4/2006,7,988.574
12/6/2006,7,991.201
12/8/2006,7,993.829
12/11/2006,7,996.456
12/13/2006,7,999.084
12/15/2006,7,1001.711
12/17/2006,7,1004.339
12/20/2006,7,1004.339
12/24/2006,7,1004.339
12/29/2006,7,1006.967
1/2/2007,7,1009.594
1/7/2007,7,1012.222
1/11/2007,7,1014.849
1/16/2007,7,1017.477
1/20/2007,7,1020.104
1/25/2007,7,1022.732
1/30/2007,7,1022.732
2/1/2007,7,1020.296
2/3/2007,7,1020.644
2/5/2007,7,1020.992
2/7/2007,7,1021.34
2/10/2007,7,1021.688
2/12/2007,7,1022.036
2/14/2007,7,1022.384
2/16/2007,7,1022.732
2/19/2007,7,1020.296
2/21/2007,7,1017.86
2/23/2007,7,1018.208
2/25/2007,7,1018.556
2/27/2007,7,1018.904
3/1/2007,7,1019.252
3/3/2007,7,1019.6
3/5/2007,7,1019.948
3/7/2007,7,1020.296
3/9/2007,7,1017.86
3/14/2007,7,1015.425
3/19/2007,7,1015.773
3/24/2007,7,1016.121
3/29/2007,7,1016.469
4/3/2007,7,1016.816
4/8/2007,7,1017.164
4/13/2007,7,1017.512
4/18/2007,7,1017.86
4/23/2007,7,1015.425
4/25/2007,7,1012.989
4/27/2007,7,1013.337
4/29/2007,7,1013.685
5/1/2007,7,1014.033
5/3/2007,7,1014.381
5/5/2007,7,1014.729
5/7/2007,7,1015.077
5/9/2007,7,1015.425
5/12/2007,7,1012.989
5/14/2007,7,1010.553
5/16/2007,7,1010.901
5/19/2007,7,1011.249
5/21/2007,7,1011.597
5/23/2007,7,1011.945
5/26/2007,7,1012.293
5/28/2007,7,1012.641
5/30/2007,7,1012.989
6/2/2007,7,1010.553
6/7/2007,7,1008.118
6/13/2007,7,1008.466
6/19/2007,7,1008.814
6/24/2007,7,1009.162
6/30/2007,7,1009.509
7/6/2007,7,1009.857
7/11/2007,7,1010.205
7/17/2007,7,1010.553
7/23/2007,7,1008.118
7/25/2007,7,1005.682
7/27/2007,7,1006.03
7/29/2007,7,1006.378
7/31/2007,7,1006.726
8/3/2007,7,1007.074
8/5/2007,7,1007.422
8/7/2007,7,1007.77
8/9/2007,7,1008.118
8/12/2007,7,1005.682
8/15/2007,7,1003.246
8/18/2007,7,1003.594
8/22/2007,7,1003.942
8/25/2007,7,1004.29
8/29/2007,7,1004.638
9/1/2007,7,1004.986
9/5/2007,7,1005.334
9/8/2007,7,1005.682
9/12/2007,7,1003.246
9/17/2007,7,1000.81
9/22/2007,7,1001.158
9/28/2007,7,1001.506
10/3/2007,7,1001.854
10/9/2007,7,1002.202
10/14/2007,7,1002.55
10/20/2007,7,1002.898
10/25/2007,7,1003.246
10/31/2007,7,1000.81
11/3/2007,7,998.374
11/6/2007,7,998.722
11/10/2007,7,999.07
11/13/2007,7,999.418
11/16/2007,7,999.766
11/20/2007,7,1000.114
11/23/2007,7,1000.462
11/26/2007,7,1000.81
11/30/2007,7,998.374
12/2/2007,7,995.939
12/4/2007,7,996.287
12/6/2007,7,996.635
12/8/2007,7,996.983
12/11/2007,7,997.33
12/13/2007,7,997.678
12/15/2007,7,998.026
12/17/2007,7,998.374
12/20/2007,7,995.939
12/24/2007,7,993.503
12/29/2007,7,993.851
1/2/2008,7,994.199
1/7/2008,7,994.547
1/11/2008,7,994.895
1/16/2008,7,995.243
1/20/2008,7,995.591
1/25/2008,7,995.939
1/30/2008,7,993.503
2/1/2008,7,993.503
2/3/2008,7,994.731
2/5/2008,7,995.959
2/7/2008,7,997.187
2/10/2008,7,998.414
2/12/2008,7,999.642
2/14/2008,7,1000.87
2/16/2008,7,1002.098
2/19/2008,7,1002.098
2/21/2008,7,1002.098
2/23/2008,7,1003.326
2/25/2008,7,1004.553
2/27/2008,7,1005.781
2/29/2008,7,1007.009
3/2/2008,7,1008.237
3/4/2008,7,1009.464
3/6/2008,7,1010.692
3/9/2008,7,1010.692
3/14/2008,7,1010.692
3/19/2008,7,1011.92
3/24/2008,7,1013.147
3/29/2008,7,1014.375
4/3/2008,7,1015.603
4/8/2008,7,1016.831
4/13/2008,7,1018.058
4/18/2008,7,1019.286
4/23/2008,7,1019.286
4/25/2008,7,1019.286
4/27/2008,7,1020.514
4/29/2008,7,1021.742
5/1/2008,7,1022.97
5/3/2008,7,1024.197
5/5/2008,7,1025.425
5/7/2008,7,1026.653
5/9/2008,7,1027.881
5/12/2008,7,1027.881
5/14/2008,7,1027.881
5/16/2008,7,1029.109
5/19/2008,7,1030.337
5/21/2008,7,1031.565
5/23/2008,7,1032.792
5/26/2008,7,1034.02
5/28/2008,7,1035.248
5/30/2008,7,1036.476
6/2/2008,7,1036.476
6/7/2008,7,1036.476
6/13/2008,7,1037.704
6/19/2008,7,1038.931
6/24/2008,7,1040.159
6/30/2008,7,1041.387
7/6/2008,7,1042.615
7/11/2008,7,1043.842
7/17/2008,7,1045.07
7/23/2008,7,1045.07
7/25/2008,7,1045.07
7/27/2008,7,1046.298
7/29/2008,7,1047.525
7/31/2008,7,1048.753
8/3/2008,7,1049.981
8/5/2008,7,1051.209
8/7/2008,7,1052.436
8/9/2008,7,1053.664
8/12/2008,7,1053.664
8/15/2008,7,1053.664
8/18/2008,7,1054.892
8/22/2008,7,1056.12
8/25/2008,7,1057.348
8/29/2008,7,1058.575
9/1/2008,7,1059.803
9/5/2008,7,1061.031
9/8/2008,7,1062.259
9/12/2008,7,1062.259
9/17/2008,7,1062.259
9/22/2008,7,1063.487
9/28/2008,7,1064.715
10/3/2008,7,1065.943
10/9/2008,7,1067.17
10/14/2008,7,1068.398
10/20/2008,7,1069.626
10/25/2008,7,1070.854
10/31/2008,7,1070.854
11/3/2008,7,1070.854
11/6/2008,7,1072.082
11/10/2008,7,1073.309
11/13/2008,7,1074.537
11/16/2008,7,1075.765
11/20/2008,7,1076.993
11/23/2008,7,1078.22
11/26/2008,7,1079.448
11/30/2008,7,1079.448
12/2/2008,7,1079.448
12/4/2008,6.857,1080.676
12/6/2008,6.714,1081.903
12/8/2008,6.571,1083.131
12/11/2008,6.429,1084.359
12/13/2008,6.286,1085.587
12/15/2008,6.143,1086.814
12/17/2008,6,1088.042
12/20/2008,6,1088.042
12/24/2008,6,1088.042
12/29/2008,5.857,1089.27
1/2/2009,5.714,1090.498
1/7/2009,5.571,1091.726
1/11/2009,5.429,1092.953
1/16/2009,5.286,1094.181
1/20/2009,5.143,1095.409
1/25/2009,5,1096.637
1/30/2009,5,1096.637
2/1/2009,5,1096.637
