Date,Average,Gdp Per Capita
10-03-2021,4,2261.239
17-03-2021,4,2264.004
24-03-2021,4,2266.769
31-03-2021,4,2269.534
07-04-2021,4,2269.534
13-04-2021,4,2269.534
19-04-2021,4,2272.299
26-04-2021,4,2275.064
02-05-2021,4,2277.829
09-05-2021,4,2280.594
15-05-2021,4,2283.359
22-05-2021,4,2286.124
28-05-2021,4,2288.889
04-06-2021,4,2288.889
11-06-2021,4,2288.889
18-06-2021,4,2291.654
25-06-2021,4,2294.419
02-07-2021,4,2297.184
09-07-2021,4,2299.949
16-07-2021,4,2302.714
23-07-2021,4,2305.479
30-07-2021,4,2308.244
06-08-2021,4,2308.244
13-08-2021,4,2308.244
20-08-2021,4,2311.009
27-08-2021,4,2313.774
03-09-2021,4,2316.539
10-09-2021,4,2319.305
17-09-2021,4,2322.07
24-09-2021,4,2324.835
01-10-2021,4,2327.6
08-10-2021,4,2327.6
14-10-2021,4,2327.6
21-10-2021,4,2330.365
28-10-2021,4,2333.13
04-11-2021,4,2335.895
10-11-2021,4,2338.66
17-11-2021,4,2341.425
24-11-2021,4,2344.19
01-12-2021,4,2346.955
08-12-2021,4,2346.955
15-12-2021,4,2346.955
22-12-2021,4,2349.72
29-12-2021,4,2352.485
05-01-2022,4,2355.25
12-01-2022,4,2358.015
19-01-2022,4,2360.78
26-01-2022,4,2363.545
02-02-2022,4,2366.31
10-02-2022,4,2366.31
16-02-2022,4,2366.31
22-02-2022,4,2368.981
01-03-2022,4,2371.652
07-03-2022,4,2374.323
13-03-2022,4,2376.994
20-03-2022,4,2379.665
26-03-2022,4,2382.336
01-04-2022,4,2385.007
08-04-2022,4,2385.007
10-04-2022,4.2,2385.007
13-04-2022,4.171,2387.678
16-04-2022,4.143,2390.349
19-04-2022,4.114,2393.02
22-04-2022,4.086,2395.691
25-04-2022,4.057,2398.362
28-04-2022,4.029,2401.033
01-05-2022,4,2403.704
04-05-2022,4.2,2403.704
07-05-2022,4.65,2403.704
11-05-2022,4.586,2406.375
15-05-2022,4.521,2409.046
19-05-2022,4.457,2411.717
23-05-2022,4.393,2414.388
27-05-2022,4.329,2417.059
31-05-2022,4.264,2419.73
04-06-2022,4.2,2422.401
08-06-2022,4.65,2422.401
14-06-2022,5.15,2422.401
20-06-2022,5.079,2425.072
27-06-2022,5.007,2427.743
03-07-2022,4.936,2430.414
10-07-2022,4.864,2433.084
16-07-2022,4.793,2435.755
23-07-2022,4.721,2438.426
29-07-2022,4.65,2441.097
05-08-2022,5.15,2441.097
11-08-2022,5.65,2441.097
17-08-2022,5.579,2443.768
23-08-2022,5.507,2446.439
29-08-2022,5.436,2449.11
05-09-2022,5.364,2451.781
11-09-2022,5.293,2454.452
17-09-2022,5.221,2457.123
23-09-2022,5.15,2459.794
30-09-2022,5.65,2459.794
07-10-2022,6.075,2459.794
15-10-2022,6.014,2462.465
22-10-2022,5.954,2465.136
30-10-2022,5.893,2467.807
06-11-2022,5.832,2470.478
14-11-2022,5.771,2473.149
21-11-2022,5.711,2475.82
29-11-2022,5.65,2478.491
07-12-2022,6.075,2478.491
14-12-2022,6.375,2478.491
21-12-2022,6.332,2481.162
28-12-2022,6.289,2483.833
04-01-2023,6.246,2486.504
11-01-2023,6.204,2489.175
18-01-2023,6.161,2491.846
25-01-2023,6.118,2494.517
01-02-2023,6.075,2497.188
08-02-2023,6.375,2497.188
14-02-2023,6.5,2497.188
20-02-2023,6.482,2501.959
27-02-2023,6.464,2506.73
05-03-2023,6.446,2511.501
11-03-2023,6.429,2516.271
18-03-2023,6.411,2521.042
24-03-2023,6.393,2525.813
30-03-2023,6.375,2530.584
06-04-2023,6.5,2530.584
13-04-2023,6.5,2530.584
20-04-2023,6.5,2535.355
27-04-2023,6.5,2540.126
04-05-2023,6.5,2544.897
11-05-2023,6.5,2549.667
18-05-2023,6.5,2554.438
25-05-2023,6.5,2559.209
01-06-2023,6.5,2563.98
08-06-2023,6.5,2563.98
15-06-2023,6.5,2563.98
22-06-2023,6.5,2568.751
29-06-2023,6.5,2573.522
06-07-2023,6.5,2578.293
13-07-2023,6.5,2583.063
20-07-2023,6.5,2587.834
27-07-2023,6.5,2592.605
03-08-2023,6.5,2597.376
10-08-2023,6.5,2597.376
16-08-2023,6.5,2597.376
22-08-2023,6.5,2602.147
29-08-2023,6.5,2606.917
04-09-2023,6.5,2611.688
10-09-2023,6.5,2616.459
17-09-2023,6.5,2621.23
23-09-2023,6.5,2626
29-09-2023,6.5,2630.771
06-10-2023,6.5,2630.771
13-10-2023,6.5,2630.771
20-10-2023,6.5,2635.542
27-10-2023,6.5,2640.313
03-11-2023,6.5,2645.084
10-11-2023,6.5,2649.854
17-11-2023,6.5,2654.625
24-11-2023,6.5,2659.396
01-12-2023,6.5,2664.167
08-12-2023,6.5,2664.167
14-12-2023,6.5,2664.167
21-12-2023,6.5,2668.938
28-12-2023,6.5,2673.709
04-01-2024,6.5,2678.48
11-01-2024,6.5,2683.25
18-01-2024,6.5,2688.021
25-01-2024,6.5,2692.792
01-02-2024,6.5,2697.563
08-02-2024,6.5,2697.563
14-02-2024,6.5,2697.563
20-02-2024,6.5,2703.26
27-02-2024,6.5,2708.956
04-03-2024,6.5,2714.653
10-03-2024,6.5,2720.35
17-03-2024,6.5,2726.047
23-03-2024,6.5,2731.743
29-03-2024,6.5,2737.44
05-04-2024,6.5,2737.44
12-04-2024,6.5,2737.44
19-04-2024,6.5,2743.137
26-04-2024,6.5,2748.833
03-05-2024,6.5,2754.53
10-05-2024,6.5,2760.226
17-05-2024,6.5,2765.923
24-05-2024,6.5,2771.619
31-05-2024,6.5,2777.316
07-06-2024,6.5,2777.316
13-06-2024,6.5,2777.316
20-06-2024,6.5,2783.013
27-06-2024,6.5,2788.709
04-07-2024,6.5,2794.406
11-07-2024,6.5,2800.103
18-07-2024,6.5,2805.8
25-07-2024,6.5,2811.496
01-08-2024,6.5,2817.193
08-08-2024,6.5,2817.193
14-08-2024,6.5,2817.193
21-08-2024,6.5,2822.89
28-08-2024,6.5,2828.586
04-09-2024,6.5,2834.283
11-09-2024,6.5,2839.98
18-09-2024,6.5,2845.677
25-09-2024,6.5,2851.373
02-10-2024,6.5,2857.07
09-10-2024,6.5,2857.07
15-10-2024,6.5,2857.07
21-10-2024,6.5,2862.767
28-10-2024,6.5,2868.463
03-11-2024,6.5,2874.16
10-11-2024,6.5,2879.856
16-11-2024,6.5,2885.553
23-11-2024,6.5,2891.249
29-11-2024,6.5,2896.946
06-12-2024,6.5,2896.946
13-12-2024,6.5,2896.946
20-12-2024,6.482,2902.643
27-12-2024,6.464,2908.339
03-01-2025,6.446,2914.036
10-01-2025,6.429,2919.733
17-01-2025,6.411,2925.43
24-01-2025,6.393,2931.126
31-01-2025,6.375,2936.823
07-02-2025,6.375,2936.823
